,Birth,Birth_rate,Death,Death_rate,Divorce,Divorce_rate,Marriage,Marriage_rate,Natural_growth,Natural_growth_rate
2291,1.017,7.91,844.0,6.6,322.0,2.5,600.0,4.7,173.0,1.3
2292,1.131,9.24,535.0,4.4,270.0,2.2,681.0,5.6,596.0,4.9
2293,9.991,10.13,3783.0,3.8,2298.0,2.3,6601.0,6.7,6208.0,6.3
2294,1.952,8.61,1609.0,7.1,444.0,2.0,1134.0,5.0,343.0,1.5
2295,2.656,9.58,1530.0,5.5,649.0,2.3,1557.0,5.6,1126.0,4.1
2296,2.153,9.3,976.0,4.2,631.0,2.7,1481.0,6.4,1177.0,5.1
2297,0.482,10.04,261.0,5.4,128.0,2.7,249.0,5.2,221.0,4.6
2298,1.331,8.45,1051.0,6.7,289.0,1.8,793.0,5.0,280.0,1.8
2299,1.335,8.24,1322.0,8.2,340.0,2.1,798.0,4.9,13.0,0.1
2300,,,,,,,,,,
2301,7.523,8.69,3311.0,3.8,1810.0,2.1,5794.0,6.7,4212.0,4.9
2302,0.941,9.92,336.0,3.5,235.0,2.5,603.0,6.4,605.0,6.4
2303,38.392,9.05,20476.0,4.8,9727.0,2.3,26157.0,6.2,17916.0,4.2
2304,2.507,8.63,1590.0,5.5,653.0,2.2,1208.0,4.2,917.0,3.2
2305,1.356,10.75,768.0,6.1,283.0,2.2,579.0,4.6,588.0,4.7
2306,1.874,11.09,1147.0,6.8,362.0,2.1,821.0,4.9,727.0,4.3
2307,1.849,9.03,959.0,4.7,361.0,1.8,801.0,3.9,890.0,4.3
2308,1.3,10.61,509.0,4.2,284.0,2.3,629.0,5.1,791.0,6.5
2309,1.075,8.63,821.0,6.6,291.0,2.3,535.0,4.3,254.0,2.0
2310,1.283,10.82,533.0,4.5,232.0,2.0,519.0,4.4,750.0,6.3
2311,11.131,11.64,3784.0,4.0,2163.0,2.3,5250.0,5.5,7347.0,7.7
2312,2.071,9.44,1612.0,7.3,435.0,2.0,952.0,4.3,459.0,2.1
2313,2.868,10.69,1520.0,5.7,603.0,2.2,1232.0,4.6,1348.0,5.0
2314,2.266,10.11,992.0,4.4,578.0,2.6,1174.0,5.2,1274.0,5.7
2315,0.509,10.95,226.0,4.9,114.0,2.5,197.0,4.2,283.0,6.1
2316,1.449,9.5,1084.0,7.1,313.0,2.1,603.0,4.0,365.0,2.4
2317,1.462,9.33,1331.0,8.5,334.0,2.1,624.0,4.0,131.0,0.8
2318,,,,,,,,,,
2319,8.225,9.82,3274.0,3.9,1713.0,2.0,4964.0,5.9,4951.0,5.9
2320,1.069,11.64,335.0,3.6,216.0,2.4,455.0,5.0,734.0,8.0
2321,42.294,10.29,20485.0,5.0,9238.0,2.2,21179.0,5.2,21809.0,5.3
2322,2.57,8.57,1691.0,5.6,584.0,1.9,1453.0,4.8,879.0,2.9
2323,1.321,10.13,919.0,7.0,310.0,2.4,705.0,5.4,402.0,3.1
2324,1.816,10.4,1300.0,7.4,393.0,2.3,972.0,5.6,516.0,3.0
2325,1.954,9.24,1092.0,5.2,441.0,2.1,1004.0,4.7,862.0,4.1
2326,1.281,10.12,605.0,4.8,238.0,1.9,781.0,6.2,676.0,5.3
2327,1.12,8.7,957.0,7.4,317.0,2.5,677.0,5.3,163.0,1.3
2328,1.293,10.55,638.0,5.2,254.0,2.1,585.0,4.8,655.0,5.3
2329,11.454,11.59,4269.0,4.3,2415.0,2.4,5983.0,6.1,7185.0,7.3
2330,2.202,9.72,1858.0,8.2,409.0,1.8,1167.0,5.1,344.0,1.5
2331,3.046,10.99,1754.0,6.3,627.0,2.3,1505.0,5.4,1292.0,4.7
2332,2.365,10.21,1068.0,4.6,654.0,2.8,1344.0,5.8,1297.0,5.6
2333,0.516,10.75,238.0,5.0,111.0,2.3,240.0,5.0,278.0,5.8
2334,1.528,9.69,1187.0,7.5,342.0,2.2,781.0,5.0,341.0,2.2
2335,1.461,9.03,1426.0,8.8,333.0,2.1,723.0,4.5,35.0,0.2
2336,,,,,,,,,,
2337,8.612,9.97,3529.0,4.1,1878.0,2.2,5064.0,5.9,5083.0,5.9
2338,1.086,11.45,361.0,3.8,212.0,2.2,552.0,5.8,725.0,7.6
2339,43.625,10.28,22892.0,5.4,9846.0,2.3,24224.0,5.7,20733.0,4.9
2340,2.488,8.58,1689.0,5.8,697.0,2.4,1898.0,6.5,799.0,2.8
2341,1.31,10.38,889.0,7.0,332.0,2.6,884.0,7.0,421.0,3.3
2342,1.745,10.32,1243.0,7.4,463.0,2.7,1235.0,7.3,502.0,3.0
2343,1.779,8.7,1078.0,5.3,479.0,2.3,1285.0,6.3,701.0,3.4
2344,1.291,10.54,534.0,4.4,303.0,2.5,890.0,7.3,757.0,6.2
2345,1.056,8.48,985.0,7.9,327.0,2.6,827.0,6.6,71.0,0.6
2346,1.207,10.17,556.0,4.7,259.0,2.2,770.0,6.5,651.0,5.5
2347,10.817,11.3,4109.0,4.3,2583.0,2.7,7178.0,7.5,6708.0,7.0
2348,2.081,9.49,1774.0,8.1,530.0,2.4,1439.0,6.6,307.0,1.4
2349,2.764,10.3,1695.0,6.3,679.0,2.5,1957.0,7.3,1069.0,4.0
2350,2.279,10.17,992.0,4.4,648.0,2.9,1602.0,7.2,1287.0,5.7
2351,0.495,10.65,262.0,5.6,124.0,2.7,328.0,7.1,233.0,5.0
2352,1.334,8.75,1122.0,7.4,325.0,2.1,1040.0,6.8,212.0,1.4
2353,1.478,9.45,1388.0,8.9,443.0,2.8,930.0,5.9,90.0,0.6
2354,,,,,,,,,,
2355,8.196,9.82,3351.0,4.0,1993.0,2.4,6480.0,7.8,4845.0,5.8
2356,0.998,10.87,379.0,4.1,221.0,2.4,725.0,7.9,619.0,6.7
2357,41.318,10.06,22046.0,5.4,10781.0,2.6,30189.0,7.4,19272.0,4.7
2358,2.078,6.94,1830.0,6.1,709.0,2.4,2413.0,8.1,248.0,0.8
2359,1.094,8.38,874.0,6.7,310.0,2.4,1078.0,8.3,220.0,1.7
2360,1.551,8.87,1280.0,7.3,449.0,2.6,1521.0,8.7,271.0,1.5
2361,1.448,6.85,1069.0,5.1,453.0,2.1,1578.0,7.5,379.0,1.8
2362,1.03,8.13,553.0,4.4,258.0,2.0,1137.0,9.0,477.0,3.8
2363,0.974,7.57,968.0,7.5,290.0,2.3,912.0,7.1,6.0,0.0
2364,1.024,8.35,594.0,4.8,284.0,2.3,998.0,8.1,430.0,3.5
2365,9.455,9.54,4338.0,4.4,2440.0,2.5,9120.0,9.2,5117.0,5.2
2366,1.905,8.4,1776.0,7.8,514.0,2.3,1847.0,8.1,129.0,0.6
2367,2.496,9.0,1800.0,6.5,720.0,2.6,2408.0,8.7,696.0,2.5
2368,1.879,8.11,1067.0,4.6,612.0,2.6,1947.0,8.4,812.0,3.5
2369,0.454,9.45,247.0,5.1,108.0,2.2,350.0,7.3,207.0,4.3
2370,1.148,7.28,1175.0,7.5,341.0,2.2,1164.0,7.4,-27.0,-0.2
2371,1.234,7.63,1392.0,8.6,399.0,2.5,1197.0,7.4,-158.0,-1.0
2372,,,,,,,,,,
2373,6.843,7.94,3658.0,4.2,1877.0,2.2,8365.0,9.7,3185.0,3.7
2374,0.904,9.52,386.0,4.1,187.0,2.0,986.0,10.4,518.0,5.5
2375,35.517,8.37,23007.0,5.4,10289.0,2.4,37749.0,8.9,12510.0,2.9
2376,2.757,9.22,1898.0,6.3,580.0,1.9,1718.0,5.7,859.0,2.9
2377,1.473,11.27,910.0,7.0,271.0,2.1,769.0,5.9,563.0,4.3
2378,2.031,11.6,1240.0,7.1,368.0,2.1,1087.0,6.2,791.0,4.5
2379,2.058,9.74,1201.0,5.7,361.0,1.7,1181.0,5.6,857.0,4.1
2380,1.456,11.49,572.0,4.5,234.0,1.8,777.0,6.1,884.0,7.0
2381,1.19,9.25,906.0,7.0,287.0,2.2,677.0,5.3,284.0,2.2
2382,1.431,11.66,620.0,5.1,215.0,1.8,770.0,6.3,811.0,6.6
2383,12.323,12.42,4427.0,4.5,2134.0,2.2,6149.0,6.2,7896.0,8.0
2384,2.391,10.55,1896.0,8.4,437.0,1.9,1354.0,6.0,495.0,2.2
2385,3.099,11.17,1806.0,6.5,585.0,2.1,1874.0,6.8,1293.0,4.7
2386,2.59,11.17,1156.0,5.0,581.0,2.5,1448.0,6.2,1434.0,6.2
2387,0.549,11.43,277.0,5.8,108.0,2.2,341.0,7.1,272.0,5.7
2388,1.777,11.28,1207.0,7.7,328.0,2.1,909.0,5.8,570.0,3.6
2389,1.8,11.14,1507.0,9.3,336.0,2.1,920.0,5.7,293.0,1.8
2390,,,,,,,,,,
2391,9.511,11.04,3634.0,4.2,1688.0,2.0,5515.0,6.4,5877.0,6.8
2392,1.141,12.01,415.0,4.4,189.0,2.0,669.0,7.0,726.0,7.6
2393,47.577,11.2,23672.0,5.6,8959.0,2.1,26786.0,6.3,23905.0,5.6
2394,2.181,8.07,1600.0,5.9,579.0,2.1,1491.0,5.5,581.0,2.2
2395,1.169,9.89,828.0,7.0,283.0,2.4,690.0,5.8,341.0,2.9
2396,1.705,10.78,1169.0,7.4,353.0,2.2,937.0,5.9,536.0,3.4
2397,1.704,8.93,1016.0,5.3,308.0,1.6,1009.0,5.3,688.0,3.6
2398,1.22,10.65,521.0,4.5,216.0,1.9,697.0,6.1,699.0,6.1
2399,1.019,8.77,921.0,7.9,257.0,2.2,585.0,5.0,98.0,0.8
2400,1.152,10.38,534.0,4.8,224.0,2.0,648.0,5.8,618.0,5.6
2401,10.044,11.19,3846.0,4.3,2081.0,2.3,5527.0,6.2,6198.0,6.9
2402,2.049,10.01,1692.0,8.3,359.0,1.8,1160.0,5.7,357.0,1.7
2403,2.601,10.38,1593.0,6.4,531.0,2.1,1601.0,6.4,1008.0,4.0
2404,2.102,10.03,960.0,4.6,519.0,2.5,1220.0,5.8,1142.0,5.4
2405,0.446,10.27,246.0,5.7,96.0,2.2,303.0,7.0,200.0,4.6
2406,1.305,9.17,1034.0,7.3,293.0,2.1,776.0,5.5,271.0,1.9
2407,1.381,9.47,1324.0,9.1,296.0,2.0,792.0,5.4,57.0,0.4
2408,,,,,,,,,,
2409,7.15,9.19,3229.0,4.1,1440.0,1.9,5050.0,6.5,3921.0,5.0
2410,0.932,10.85,356.0,4.1,200.0,2.3,499.0,5.8,576.0,6.7
2411,38.16,9.94,20869.0,5.4,8282.0,2.2,23606.0,6.2,17291.0,4.5
2412,2.548,8.52,1699.0,5.7,677.0,2.3,1706.0,5.7,849.0,2.8
2413,1.355,10.35,864.0,6.6,313.0,2.4,828.0,6.3,491.0,3.8
2414,1.906,10.87,1180.0,6.7,403.0,2.3,1130.0,6.4,726.0,4.1
2415,1.878,8.89,1094.0,5.2,378.0,1.8,1131.0,5.4,784.0,3.7
2416,1.387,10.93,556.0,4.4,233.0,1.8,780.0,6.1,831.0,6.5
2417,1.162,9.03,912.0,7.1,283.0,2.2,709.0,5.5,250.0,1.9
2418,1.313,10.67,561.0,4.6,222.0,1.8,774.0,6.3,752.0,6.1
2419,11.26,11.32,4151.0,4.2,2444.0,2.5,6681.0,6.7,7109.0,7.1
2420,2.246,9.91,1845.0,8.1,446.0,2.0,1307.0,5.8,401.0,1.8
2421,3.041,10.95,1655.0,6.0,614.0,2.2,1715.0,6.2,1386.0,5.0
2422,2.325,10.01,1118.0,4.8,523.0,2.3,1510.0,6.5,1207.0,5.2
2423,0.512,10.64,250.0,5.2,130.0,2.7,354.0,7.4,262.0,5.4
2424,1.454,9.23,1126.0,7.1,356.0,2.3,866.0,5.5,328.0,2.1
2425,1.542,9.56,1355.0,8.4,340.0,2.1,871.0,5.4,187.0,1.2
2426,,,,,,,,,,
2427,8.236,9.56,3464.0,4.0,1744.0,2.0,5872.0,6.8,4772.0,5.5
2428,1.095,11.51,394.0,4.1,201.0,2.1,660.0,6.9,701.0,7.4
2429,43.26,10.18,22224.0,5.2,9652.0,2.3,27701.0,6.5,21036.0,4.9
2430,2.381,8.23,1565.0,5.4,574.0,2.0,1481.0,5.1,816.0,2.8
2431,1.26,9.94,801.0,6.3,290.0,2.3,782.0,6.2,459.0,3.6
2432,1.727,10.16,1139.0,6.7,375.0,2.2,1068.0,6.3,588.0,3.5
2433,1.839,9.0,1025.0,5.0,372.0,1.8,1046.0,5.1,814.0,4.0
2434,1.262,10.27,529.0,4.3,217.0,1.8,830.0,6.8,733.0,6.0
2435,1.068,8.57,854.0,6.9,247.0,2.0,661.0,5.3,214.0,1.7
2436,1.215,10.2,532.0,4.5,214.0,1.8,716.0,6.0,683.0,5.7
2437,10.262,10.65,3995.0,4.1,2076.0,2.2,6218.0,6.5,6267.0,6.5
2438,2.048,9.34,1660.0,7.6,392.0,1.8,1282.0,5.8,388.0,1.8
2439,2.917,10.85,1698.0,6.3,539.0,2.0,1606.0,6.0,1219.0,4.5
2440,2.299,10.21,1015.0,4.5,550.0,2.4,1477.0,6.6,1284.0,5.7
2441,0.491,10.53,260.0,5.6,98.0,2.1,274.0,5.9,231.0,5.0
2442,1.389,9.11,1092.0,7.2,279.0,1.8,864.0,5.7,297.0,1.9
2443,1.367,8.76,1382.0,8.9,300.0,1.9,880.0,5.6,-15.0,-0.1
2444,,,,,,,,,,
2445,7.841,9.41,3347.0,4.0,1522.0,1.8,5296.0,6.4,4494.0,5.4
2446,1.01,10.96,352.0,3.8,185.0,2.0,543.0,5.9,658.0,7.1
2447,40.376,9.81,21246.0,5.2,8474.0,2.1,25682.0,6.2,19130.0,4.6
2448,2.34,7.83,1648.0,5.5,641.0,2.1,1878.0,6.3,692.0,2.3
2449,1.183,9.02,906.0,6.9,325.0,2.5,924.0,7.0,277.0,2.1
2450,1.734,9.86,1154.0,6.6,404.0,2.3,1307.0,7.4,580.0,3.3
2451,1.665,7.88,1051.0,5.0,395.0,1.9,1258.0,6.0,614.0,2.9
2452,1.274,10.03,503.0,4.0,254.0,2.0,851.0,6.7,771.0,6.1
2453,1.072,8.32,860.0,6.7,299.0,2.3,792.0,6.1,212.0,1.6
2454,1.11,9.02,543.0,4.4,207.0,1.7,838.0,6.8,567.0,4.6
2455,10.143,10.17,4130.0,4.1,2426.0,2.4,7177.0,7.2,6013.0,6.0
2456,1.999,8.82,1762.0,7.8,437.0,1.9,1478.0,6.5,237.0,1.0
2457,2.721,9.79,1618.0,5.8,614.0,2.2,1941.0,7.0,1103.0,4.0
2458,2.106,9.04,1073.0,4.6,468.0,2.0,1526.0,6.6,1033.0,4.4
2459,0.495,10.26,248.0,5.1,98.0,2.0,304.0,6.3,247.0,5.1
2460,1.321,8.38,1086.0,6.9,328.0,2.1,935.0,5.9,235.0,1.5
2461,1.304,8.08,1359.0,8.4,368.0,2.3,983.0,6.1,-55.0,-0.3
2462,,,,,,,,,,
2463,7.537,8.76,3385.0,3.9,1685.0,2.0,6460.0,7.5,4152.0,4.8
2464,0.954,10.01,341.0,3.6,192.0,2.0,717.0,7.5,613.0,6.4
2465,38.958,9.16,21667.0,5.1,9468.0,2.2,30084.0,7.1,17291.0,4.1
2466,2.247,7.77,1563.0,5.4,663.0,2.3,1826.0,6.3,684.0,2.4
2467,1.157,9.11,841.0,6.6,276.0,2.2,782.0,6.2,316.0,2.5
2468,1.558,9.15,1116.0,6.6,404.0,2.4,1069.0,6.3,442.0,2.6
2469,1.561,7.64,981.0,4.8,412.0,2.0,1226.0,6.0,580.0,2.8
2470,1.178,9.57,521.0,4.2,286.0,2.3,816.0,6.6,657.0,5.3
2471,0.97,7.78,867.0,6.9,282.0,2.3,723.0,5.8,103.0,0.8
2472,1.1,9.23,496.0,4.2,231.0,1.9,726.0,6.1,604.0,5.1
2473,9.51,9.85,3892.0,4.0,2427.0,2.5,6639.0,6.9,5618.0,5.8
2474,1.972,8.98,1573.0,7.2,472.0,2.2,1359.0,6.2,399.0,1.8
2475,2.568,9.54,1598.0,5.9,628.0,2.3,1756.0,6.5,970.0,3.6
2476,1.986,8.8,943.0,4.2,590.0,2.6,1508.0,6.7,1043.0,4.6
2477,0.386,8.26,220.0,4.7,95.0,2.0,341.0,7.3,166.0,3.6
2478,1.305,8.55,1155.0,7.6,360.0,2.4,845.0,5.5,150.0,1.0
2479,1.305,8.36,1252.0,8.0,382.0,2.4,854.0,5.5,53.0,0.3
2480,,,,,,,,,,
2481,7.058,8.48,3213.0,3.9,1789.0,2.1,6039.0,7.3,3845.0,4.6
2482,0.905,9.81,362.0,3.9,186.0,2.0,714.0,7.7,543.0,5.9
2483,36.766,8.93,20593.0,5.0,9780.0,2.4,27882.0,6.8,16173.0,3.9
2484,2.208,7.39,1522.0,5.1,575.0,1.9,1442.0,4.8,686.0,2.3
2485,1.215,9.25,774.0,5.9,307.0,2.3,611.0,4.7,441.0,3.4
2486,1.669,9.47,1106.0,6.3,422.0,2.4,892.0,5.1,563.0,3.2
2487,1.626,7.7,951.0,4.5,411.0,1.9,984.0,4.7,675.0,3.2
2488,1.192,9.37,459.0,3.6,283.0,2.2,702.0,5.5,733.0,5.8
2489,1.129,8.76,874.0,6.8,280.0,2.2,690.0,5.4,255.0,2.0
2490,1.161,9.42,504.0,4.1,245.0,2.0,601.0,4.9,657.0,5.3
2491,9.828,9.84,3860.0,3.9,2450.0,2.5,5736.0,5.7,5968.0,6.0
2492,1.911,8.42,1600.0,7.1,470.0,2.1,1091.0,4.8,311.0,1.4
2493,2.6,9.35,1552.0,5.6,588.0,2.1,1376.0,4.9,1048.0,3.8
2494,2.135,9.14,970.0,4.2,511.0,2.2,1252.0,5.4,1165.0,5.0
2495,0.486,10.06,245.0,5.1,104.0,2.2,223.0,4.6,241.0,5.0
2496,1.271,8.05,1034.0,6.6,357.0,2.3,702.0,4.4,237.0,1.5
2497,1.4,8.68,1201.0,7.4,338.0,2.1,712.0,4.4,199.0,1.2
2498,,,,,,,,,,
2499,7.397,8.61,3212.0,3.7,1666.0,1.9,5250.0,6.1,4185.0,4.9
2500,0.94,9.85,358.0,3.8,211.0,2.2,546.0,5.7,582.0,6.1
2501,38.168,8.97,20222.0,4.8,9520.0,2.2,23475.0,5.5,17946.0,4.2
2502,2.361,7.9,1600.0,5.4,667.0,2.2,1626.0,5.4,761.0,2.5
2503,1.263,9.61,839.0,6.4,365.0,2.8,714.0,5.4,424.0,3.2
2504,1.75,9.92,1120.0,6.4,404.0,2.3,1023.0,5.8,630.0,3.6
2505,1.733,8.2,977.0,4.6,347.0,1.6,1185.0,5.6,756.0,3.6
2506,1.233,9.69,517.0,4.1,244.0,1.9,767.0,6.0,716.0,5.6
2507,0.967,7.5,884.0,6.9,341.0,2.6,564.0,4.4,83.0,0.6
2508,1.138,9.22,521.0,4.2,244.0,2.0,736.0,6.0,617.0,5.0
2509,10.259,10.26,3979.0,4.0,2451.0,2.5,6663.0,6.7,6280.0,6.3
2510,2.047,9.02,1595.0,7.0,437.0,1.9,1223.0,5.4,452.0,2.0
2511,2.691,9.67,1529.0,5.5,576.0,2.1,1644.0,5.9,1162.0,4.2
2512,2.25,9.62,1019.0,4.4,560.0,2.4,1565.0,6.7,1231.0,5.3
2513,0.437,9.04,252.0,5.2,111.0,2.3,274.0,5.7,185.0,3.8
2514,1.33,8.42,1089.0,6.9,362.0,2.3,786.0,5.0,241.0,1.5
2515,1.35,8.37,1261.0,7.8,337.0,2.1,775.0,4.8,89.0,0.6
2516,,,,,,,,,,
2517,7.611,8.86,3292.0,3.8,1771.0,2.1,6187.0,7.2,4319.0,5.0
2518,0.94,9.85,348.0,3.6,204.0,2.1,594.0,6.2,592.0,6.2
2519,39.36,9.24,20822.0,4.9,9745.0,2.3,26885.0,6.3,18538.0,4.4
2520,2.327,8.06,1558.0,5.4,675.0,2.3,1193.0,4.1,769.0,2.7
2521,1.294,10.17,787.0,6.2,312.0,2.5,569.0,4.5,507.0,4.0
2522,1.664,9.74,1073.0,6.3,397.0,2.3,816.0,4.8,591.0,3.5
2523,1.785,8.73,934.0,4.6,420.0,2.1,801.0,3.9,851.0,4.2
2524,1.167,9.47,445.0,3.6,258.0,2.1,613.0,5.0,722.0,5.9
2525,0.943,7.55,796.0,6.4,314.0,2.5,532.0,4.3,147.0,1.2
2526,1.158,9.69,570.0,4.8,257.0,2.2,529.0,4.4,588.0,4.9
2527,10.035,10.36,3824.0,3.9,2510.0,2.6,5247.0,5.4,6211.0,6.4
2528,2.019,9.19,1547.0,7.0,440.0,2.0,975.0,4.4,472.0,2.1
2529,2.722,10.1,1525.0,5.7,631.0,2.3,1228.0,4.6,1197.0,4.4
2530,2.184,9.63,1044.0,4.6,581.0,2.6,1153.0,5.1,1140.0,5.0
2531,0.45,9.61,261.0,5.6,121.0,2.6,202.0,4.3,189.0,4.0
2532,1.329,8.69,996.0,6.5,352.0,2.3,654.0,4.3,333.0,2.2
2533,1.343,8.61,1356.0,8.7,348.0,2.2,637.0,4.1,-13.0,-0.1
2534,,,,,,,,,,
2535,7.584,9.13,3186.0,3.8,1807.0,2.2,4792.0,5.8,4398.0,5.3
2536,0.959,10.37,355.0,3.8,214.0,2.3,460.0,5.0,604.0,6.5
2537,38.963,9.45,20257.0,4.9,9973.0,2.4,21070.0,5.1,18706.0,4.5
2538,2.236,7.49,1629.0,5.5,587.0,2.0,1550.0,5.2,607.0,2.0
2539,1.236,9.39,858.0,6.5,323.0,2.5,817.0,6.2,378.0,2.9
2540,1.616,9.14,1263.0,7.1,420.0,2.4,1050.0,5.9,353.0,2.0
2541,1.721,8.15,1030.0,4.9,388.0,1.8,1051.0,5.0,691.0,3.3
2542,1.278,10.02,560.0,4.4,281.0,2.2,791.0,6.2,718.0,5.6
2543,0.969,7.51,897.0,6.9,335.0,2.6,672.0,5.2,72.0,0.6
2544,1.131,9.16,584.0,4.7,271.0,2.2,710.0,5.7,547.0,4.4
2545,9.887,9.87,4104.0,4.1,2320.0,2.3,6174.0,6.2,5783.0,5.8
2546,1.894,8.33,1689.0,7.4,442.0,1.9,1229.0,5.4,205.0,0.9
2547,2.608,9.36,1680.0,6.0,598.0,2.1,1588.0,5.7,928.0,3.3
2548,2.141,9.12,1074.0,4.6,671.0,2.9,1488.0,6.3,1067.0,4.5
2549,0.434,8.96,245.0,5.1,125.0,2.6,261.0,5.4,189.0,3.9
2550,1.32,8.35,1115.0,7.1,372.0,2.4,834.0,5.3,205.0,1.3
2551,1.375,8.53,1362.0,8.4,345.0,2.1,757.0,4.7,13.0,0.1
2552,,,,,,,,,,
2553,7.593,8.85,3380.0,3.9,1655.0,1.9,5636.0,6.6,4213.0,4.9
2554,0.92,9.62,400.0,4.2,215.0,2.2,600.0,6.3,520.0,5.4
2555,38.359,9.0,21870.0,5.1,9669.0,2.3,25892.0,6.1,16489.0,3.9
2556,2.186,7.57,1613.0,5.6,622.0,2.2,1922.0,6.7,573.0,2.0
2557,1.125,8.82,839.0,6.6,313.0,2.5,916.0,7.2,286.0,2.2
2558,1.564,9.14,1201.0,7.0,438.0,2.6,1283.0,7.5,363.0,2.1
2559,1.672,8.18,1020.0,5.0,443.0,2.2,1309.0,6.4,652.0,3.2
2560,1.12,9.07,551.0,4.5,297.0,2.4,914.0,7.4,569.0,4.6
2561,0.99,7.92,847.0,6.8,329.0,2.6,824.0,6.6,143.0,1.1
2562,1.087,9.09,520.0,4.3,262.0,2.2,869.0,7.3,567.0,4.7
2563,9.779,10.08,3943.0,4.1,2545.0,2.6,7657.0,7.9,5836.0,6.0
2564,1.868,8.49,1651.0,7.5,502.0,2.3,1541.0,7.0,217.0,1.0
2565,2.543,9.42,1647.0,6.1,655.0,2.4,1925.0,7.1,896.0,3.3
2566,2.108,9.27,1039.0,4.6,650.0,2.9,1794.0,7.9,1069.0,4.7
2567,0.464,9.89,261.0,5.6,157.0,3.3,320.0,6.8,203.0,4.3
2568,1.26,8.24,1088.0,7.1,405.0,2.6,997.0,6.5,172.0,1.1
2569,1.281,8.21,1316.0,8.4,378.0,2.4,905.0,5.8,-35.0,-0.2
2570,,,,,,,,,,
2571,7.359,8.86,3423.0,4.1,1948.0,2.3,6894.0,8.3,3936.0,4.7
2572,0.922,9.95,393.0,4.2,177.0,1.9,811.0,8.8,529.0,5.7
2573,37.328,9.05,21352.0,5.2,10415.0,2.5,31468.0,7.6,15976.0,3.9
2574,1.987,6.66,1748.0,5.9,674.0,2.3,2391.0,8.0,239.0,0.8
2575,1.074,8.15,929.0,7.0,297.0,2.3,1140.0,8.6,145.0,1.1
2576,1.474,8.32,1264.0,7.1,431.0,2.4,1554.0,8.8,210.0,1.2
2577,1.516,7.18,1075.0,5.1,423.0,2.0,1632.0,7.7,441.0,2.1
2578,1.041,8.15,602.0,4.7,264.0,2.1,1188.0,9.3,439.0,3.4
2579,0.929,7.19,903.0,7.0,308.0,2.4,909.0,7.0,26.0,0.2
2580,0.92,7.45,608.0,4.9,265.0,2.1,1029.0,8.3,312.0,2.5
2581,8.697,8.66,4243.0,4.2,2580.0,2.6,9269.0,9.2,4454.0,4.4
2582,1.806,7.94,1727.0,7.6,488.0,2.1,1943.0,8.5,79.0,0.3
2583,2.425,8.69,1692.0,6.1,648.0,2.3,2515.0,9.0,733.0,2.6
2584,1.892,8.04,1093.0,4.6,636.0,2.7,2072.0,8.8,799.0,3.4
2585,0.478,9.86,256.0,5.3,152.0,3.1,385.0,7.9,222.0,4.6
2586,1.114,7.05,1104.0,7.0,384.0,2.4,1185.0,7.5,10.0,0.1
2587,1.164,7.22,1415.0,8.8,370.0,2.3,1180.0,7.3,-251.0,-1.6
2588,,,,,,,,,,
2589,6.649,7.76,3555.0,4.1,1902.0,2.2,8528.0,9.9,3094.0,3.6
2590,0.824,8.6,388.0,4.1,206.0,2.2,955.0,10.0,436.0,4.6
2591,33.99,7.97,22602.0,5.3,10347.0,2.4,38556.0,9.0,11388.0,2.7
2592,2.557,8.6,1923.0,6.5,600.0,2.0,1985.0,6.7,634.0,2.1
2593,1.407,10.7,957.0,7.3,249.0,1.9,823.0,6.3,450.0,3.4
2594,1.958,11.07,1224.0,6.9,364.0,2.1,1157.0,6.5,734.0,4.2
2595,1.922,9.13,1083.0,5.1,385.0,1.8,1409.0,6.7,839.0,4.0
2596,1.414,11.09,669.0,5.2,249.0,2.0,891.0,7.0,745.0,5.8
2597,1.062,8.24,980.0,7.6,273.0,2.1,717.0,5.6,82.0,0.6
2598,1.372,11.13,558.0,4.5,223.0,1.8,810.0,6.6,814.0,6.6
2599,11.569,11.54,4554.0,4.5,2244.0,2.2,6913.0,6.9,7015.0,7.0
2600,2.319,10.22,1833.0,8.1,422.0,1.9,1348.0,5.9,486.0,2.1
2601,3.092,11.11,1816.0,6.5,553.0,2.0,2036.0,7.3,1276.0,4.6
2602,2.546,10.84,1112.0,4.7,589.0,2.5,1540.0,6.6,1434.0,6.1
2603,0.526,10.87,298.0,6.2,126.0,2.6,327.0,6.8,228.0,4.7
2604,1.598,10.14,1211.0,7.7,304.0,1.9,943.0,6.0,387.0,2.5
2605,1.749,10.87,1517.0,9.4,308.0,1.9,954.0,5.9,232.0,1.4
2606,0.073,,88.0,,18.0,,58.0,,-15.0,
2607,8.758,10.25,3732.0,4.4,1647.0,1.9,5967.0,7.0,5026.0,5.9
2608,1.062,11.11,442.0,4.6,216.0,2.3,789.0,8.3,620.0,6.5
2609,44.984,10.57,23997.0,5.6,9013.0,2.1,29197.0,6.9,20987.0,4.9
2610,2.448,8.81,1918.0,6.9,653.0,2.3,1588.0,5.7,530.0,1.9
2611,1.247,10.14,948.0,7.7,297.0,2.4,785.0,6.4,299.0,2.4
2612,1.774,10.71,1273.0,7.7,384.0,2.3,993.0,6.0,501.0,3.0
2613,1.81,9.19,1159.0,5.9,396.0,2.0,1140.0,5.8,651.0,3.3
2614,1.255,10.52,572.0,4.8,253.0,2.1,757.0,6.3,683.0,5.7
